time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,pitchRate_deg_s,rollRate_deg_s,yawRate_deg_s,ctrlElevator,ctrlAileron,ctrlRudder,ctrlThrottle,effElevator,effAileron,effRudder,motionEnabled,eng1_n1,eng2_n1,eng1_egt,eng2_egt,hydPress_psi,elecVolts,onGround
0.52,climb_cruise,449.3,449.3,34999.0,-152,0.77,2.33,358.46,0.88,15.0,125.0,0,0,4.37,-2.70,2.98,-0.035,0.003,0.027,1.000,1.000,1.000,1.000,1,80.0,85.1,763,774,3000,114,0
0.54,climb_cruise,449.3,449.3,34998.9,-156,0.86,2.27,358.52,0.97,15.0,125.0,0,0,5.04,-3.70,2.35,-0.036,-0.001,0.025,1.000,1.000,1.000,1.000,1,79.8,85.2,763,775,3000,116,0
0.56,climb_cruise,449.2,449.2,34998.9,-159,0.96,2.19,358.57,1.08,15.0,125.0,0,0,5.38,-4.54,1.68,-0.036,-0.003,0.024,1.000,1.000,1.000,1.000,1,79.6,85.3,763,775,3000,115,0
0.58,climb_cruise,449.2,449.2,34998.8,-161,1.07,2.09,358.60,1.20,15.0,125.0,0,0,5.36,-5.19,0.97,-0.035,-0.005,0.022,1.000,1.000,1.000,1.000,1,79.5,85.4,763,775,3000,115,0
0.60,climb_cruise,449.2,449.2,34998.7,-163,1.17,1.98,358.61,1.31,15.0,125.0,0,0,4.96,-5.65,0.27,-0.033,-0.005,0.021,1.000,1.000,1.000,1.000,1,79.3,85.5,763,776,3000,115,0
0.62,climb_cruise,449.2,449.2,34998.7,-164,1.26,1.87,358.62,1.41,15.0,125.0,0,0,4.20,-5.92,-0.40,-0.030,-0.005,0.020,1.000,1.000,1.000,1.000,1,79.2,85.6,763,776,3000,114,0
0.64,climb_cruise,449.1,449.1,34998.6,-164,1.34,1.75,358.61,1.49,15.0,125.0,0,0,3.13,-6.00,-1.03,-0.026,-0.004,0.019,1.000,1.000,1.000,1.000,1,79.0,85.8,763,776,3000,114,0
0.66,climb_cruise,449.1,449.1,34998.6,-164,1.39,1.63,358.58,1.55,15.0,125.0,0,0,1.82,-5.91,-1.59,-0.022,-0.002,0.018,1.000,1.000,1.000,1.000,1,78.8,85.9,763,777,3000,115,0
0.68,climb_cruise,449.1,449.1,34998.5,-164,1.42,1.51,358.55,1.58,15.0,125.0,0,0,0.36,-5.65,-2.08,-0.018,0.000,0.018,1.000,1.000,1.000,1.000,1,78.7,86.0,763,777,3000,116,0
0.70,climb_cruise,449.1,449.1,34998.5,-163,1.41,1.40,358.50,1.58,15.0,125.0,0,0,-1.13,-5.24,-2.47,-0.014,0.003,0.018,1.000,1.000,1.000,1.000,1,78.5,86.1,763,777,3000,115,0
0.72,climb_cruise,449.0,449.0,34998.4,-163,1.38,1.30,358.45,1.56,15.0,125.0,0,0,-2.56,-4.71,-2.76,-0.011,0.006,0.018,1.000,1.000,1.000,1.000,1,78.4,86.2,763,778,3000,115,0
0.74,climb_cruise,449.0,449.0,34998.4,-162,1.32,1.22,358.39,1.50,15.0,125.0,0,0,-3.80,-4.08,-2.96,-0.008,0.010,0.018,1.000,1.000,1.000,1.000,1,78.2,86.3,763,778,3000,115,0
0.76,climb_cruise,449.0,449.0,34998.3,-162,1.24,1.14,358.33,1.43,15.0,125.0,0,0,-4.76,-3.37,-3.05,-0.007,0.013,0.018,1.000,1.000,1.000,1.000,1,78.1,86.5,763,778,3000,115,0
0.78,climb_cruise,449.0,449.0,34998.3,-163,1.14,1.08,358.27,1.33,15.0,125.0,0,0,-5.35,-2.61,-3.05,-0.007,0.017,0.019,1.000,1.000,1.000,1.000,1,77.9,86.6,763,779,3000,115,0
0.80,climb_cruise,448.9,448.9,34998.2,-164,1.03,1.03,358.20,1.23,15.0,125.0,0,0,-5.52,-1.84,-2.97,-0.009,0.020,0.019,1.000,1.000,1.000,1.000,1,77.8,86.7,763,779,3000,115,0
0.82,climb_cruise,448.9,448.9,34998.2,-166,0.92,1.00,358.14,1.12,15.0,125.0,0,0,-5.24,-1.09,-2.80,-0.012,0.023,0.020,1.000,1.000,1.000,1.000,1,77.6,86.8,763,779,3000,114,0
0.84,climb_cruise,448.9,448.9,34998.1,-169,0.82,0.99,358.09,1.02,15.0,125.0,0,0,-4.51,-0.37,-2.57,-0.016,0.026,0.021,1.000,1.000,1.000,1.000,1,77.4,87.0,763,780,3000,115,0
0.86,climb_cruise,448.9,448.9,34998.0,-172,0.74,0.99,358.04,0.94,15.0,125.0,0,0,-3.39,0.29,-2.29,-0.020,0.028,0.021,1.000,1.000,1.000,1.000,1,77.3,87.1,763,780,3000,115,0
0.88,climb_cruise,448.8,448.8,34998.0,-176,0.69,1.00,357.99,0.88,15.0,125.0,0,0,-1.94,0.87,-1.97,-0.026,0.030,0.022,1.000,1.000,1.000,1.000,1,77.1,87.2,763,780,3000,115,0
0.90,climb_cruise,448.8,448.8,34997.9,-180,0.66,1.02,357.96,0.86,15.0,125.0,0,0,-0.26,1.36,-1.63,-0.031,0.032,0.023,1.000,1.000,1.000,1.000,1,77.0,87.3,763,780,3000,116,0
0.92,climb_cruise,448.8,448.8,34997.9,-185,0.68,1.05,357.93,0.86,15.0,125.0,0,0,1.52,1.75,-1.27,-0.037,0.033,0.024,1.000,1.000,1.000,1.000,1,76.8,87.5,763,781,3000,115,0
0.94,climb_cruise,448.8,448.8,34997.8,-189,0.72,1.09,357.91,0.91,15.0,125.0,0,0,3.28,2.04,-0.93,-0.041,0.034,0.024,1.000,1.000,1.000,1.000,1,76.7,87.6,763,781,3000,116,0
0.96,climb_cruise,448.8,448.8,34997.7,-193,0.80,1.13,357.89,0.98,15.0,125.0,0,0,4.87,2.22,-0.59,-0.045,0.034,0.025,1.000,1.000,1.000,1.000,1,76.5,87.7,763,781,3000,114,0
0.98,climb_cruise,448.7,448.7,34997.7,-196,0.91,1.17,357.88,1.09,15.0,125.0,0,0,6.17,2.32,-0.29,-0.048,0.034,0.025,1.000,1.000,1.000,1.000,1,76.4,87.8,763,782,3000,116,0
1.00,climb_cruise,448.7,448.7,34997.6,-199,1.04,1.22,357.88,1.22,15.0,125.0,0,0,7.08,2.33,-0.02,-0.049,0.034,0.026,1.000,1.000,1.000,1.000,1,76.2,88.0,763,782,3000,115,0
1.02,climb_cruise,448.7,448.7,34997.5,-201,1.19,1.27,357.89,1.36,15.0,125.0,0,0,7.50,2.26,0.21,-0.048,0.033,0.026,1.000,1.000,1.000,1.000,1,76.1,88.1,763,782,3000,116,0
1.04,climb_cruise,448.7,448.7,34997.4,-202,1.34,1.31,357.90,1.51,15.0,125.0,0,0,7.40,2.13,0.40,-0.046,0.032,0.026,1.000,1.000,1.000,1.000,1,75.9,88.2,763,782,3000,115,0
1.06,climb_cruise,448.6,448.6,34997.4,-201,1.48,1.35,357.91,1.66,15.0,125.0,0,0,6.77,1.95,0.53,-0.042,0.031,0.026,1.000,1.000,1.000,1.000,1,75.8,88.3,763,783,3000,114,0
1.08,climb_cruise,448.6,448.6,34997.3,-200,1.60,1.39,357.92,1.78,15.0,125.0,0,0,5.63,1.74,0.62,-0.038,0.030,0.026,1.000,1.000,1.000,1.000,1,75.6,88.5,763,783,3000,115,0
1.10,climb_cruise,448.6,448.6,34997.2,-199,1.70,1.42,357.94,1.89,15.0,125.0,0,0,4.07,1.50,0.67,-0.032,0.029,0.026,1.000,1.000,1.000,1.000,1,75.5,88.6,763,783,3000,116,0
1.12,climb_cruise,448.6,448.6,34997.2,-196,1.77,1.45,357.95,1.96,15.0,125.0,0,0,2.18,1.26,0.67,-0.026,0.028,0.026,1.000,1.000,1.000,1.000,1,75.3,88.7,763,783,3000,114,0
1.14,climb_cruise,448.5,448.5,34997.1,-193,1.80,1.47,357.97,1.99,15.0,125.0,0,0,0.11,1.02,0.63,-0.020,0.027,0.026,1.000,1.000,1.000,1.000,1,75.2,88.9,763,784,3000,115,0
1.16,climb_cruise,448.5,448.5,34997.0,-190,1.78,1.49,357.98,1.97,15.0,125.0,0,0,-1.99,0.78,0.55,-0.014,0.026,0.025,1.000,1.000,1.000,1.000,1,75.0,89.0,763,784,3000,115,0
1.18,climb_cruise,448.5,448.5,34997.0,-188,1.72,1.50,357.99,1.92,15.0,125.0,0,0,-3.97,0.58,0.45,-0.010,0.025,0.025,1.000,1.000,1.000,1.000,1,74.9,89.1,763,784,3000,115,0
1.20,climb_cruise,448.5,448.5,34996.9,-185,1.63,1.51,357.99,1.83,15.0,125.0,0,0,-5.67,0.40,0.32,-0.007,0.025,0.025,1.000,1.000,1.000,1.000,1,74.7,89.2,763,784,3000,115,0
1.22,climb_cruise,448.4,448.4,34996.9,-183,1.50,1.52,358.00,1.71,15.0,125.0,0,0,-6.95,0.26,0.17,-0.005,0.024,0.025,1.000,1.000,1.000,1.000,1,74.6,89.4,763,785,3000,115,0
1.24,climb_cruise,448.4,448.4,34996.8,-183,1.36,1.53,357.99,1.57,15.0,125.0,0,0,-7.69,0.15,0.02,-0.005,0.024,0.024,1.000,1.000,1.000,1.000,1,74.4,89.5,763,785,3000,115,0
1.26,climb_cruise,448.4,448.4,34996.8,-183,1.20,1.53,357.99,1.41,15.0,125.0,0,0,-7.84,0.09,-0.14,-0.008,0.024,0.024,1.000,1.000,1.000,1.000,1,74.3,89.6,763,785,3000,114,0
1.28,climb_cruise,448.4,448.4,34996.7,-184,1.05,1.53,357.98,1.26,15.0,125.0,0,0,-7.36,0.06,-0.29,-0.012,0.025,0.024,1.000,1.000,1.000,1.000,1,74.1,89.7,763,785,3000,115,0
1.30,climb_cruise,448.3,448.3,34996.6,-186,0.91,1.53,357.97,1.12,15.0,125.0,0,0,-6.27,0.06,-0.44,-0.017,0.025,0.024,1.000,1.000,1.000,1.000,1,74.0,89.9,763,786,3000,116,0
1.32,climb_cruise,448.3,448.3,34996.6,-189,0.80,1.53,357.96,1.00,15.0,125.0,0,0,-4.64,0.10,-0.57,-0.024,0.025,0.024,1.000,1.000,1.000,1.000,1,73.8,90.0,763,786,3000,114,0
1.34,climb_cruise,448.3,448.3,34996.5,-193,0.72,1.53,357.94,0.92,15.0,125.0,0,0,-2.57,0.15,-0.69,-0.031,0.026,0.024,1.000,1.000,1.000,1.000,1,73.7,90.1,763,786,3000,114,0
1.36,climb_cruise,448.3,448.3,34996.5,-197,0.69,1.54,357.93,0.89,15.0,125.0,0,0,-0.21,0.21,-0.78,-0.039,0.026,0.024,1.000,1.000,1.000,1.000,1,73.5,90.2,763,786,3000,114,0
1.38,climb_cruise,448.3,448.3,34996.4,-201,0.71,1.54,357.91,0.90,15.0,125.0,0,0,2.26,0.28,-0.86,-0.046,0.027,0.024,1.000,1.000,1.000,1.000,1,73.4,90.3,763,786,3000,115,0
1.40,climb_cruise,448.2,448.2,34996.3,-205,0.78,1.55,357.90,0.96,15.0,125.0,0,0,4.66,0.34,-0.91,-0.052,0.027,0.024,1.000,1.000,1.000,1.000,1,73.2,90.5,763,787,3000,115,0
1.42,climb_cruise,448.2,448.2,34996.3,-209,0.89,1.56,357.88,1.07,15.0,125.0,0,0,6.80,0.39,-0.94,-0.057,0.028,0.024,1.000,1.000,1.000,1.000,1,73.1,90.6,763,787,3000,115,0
1.44,climb_cruise,448.2,448.2,34996.2,-212,1.04,1.56,357.87,1.21,15.0,125.0,0,0,8.51,0.44,-0.95,-0.060,0.028,0.024,1.000,1.000,1.000,1.000,1,72.9,90.7,763,787,3000,115,0
1.46,climb_cruise,448.2,448.2,34996.1,-214,1.22,1.57,357.85,1.39,15.0,125.0,0,0,9.65,0.47,-0.93,-0.061,0.029,0.024,1.000,1.000,1.000,1.000,1,72.8,90.8,763,787,3000,115,0
1.48,climb_cruise,448.2,448.2,34996.0,-215,1.42,1.58,357.84,1.59,15.0,125.0,0,0,10.11,0.49,-0.90,-0.059,0.029,0.025,1.000,1.000,1.000,1.000,1,72.6,90.9,763,787,3000,116,0
1.50,climb_cruise,448.1,448.1,34995.9,-215,1.62,1.59,357.83,1.79,15.0,125.0,0,0,9.84,0.50,-0.85,-0.056,0.029,0.025,1.000,1.000,1.000,1.000,1,72.5,91.1,763,788,3000,115,0
1.52,climb_cruise,448.1,448.1,34995.8,-213,1.81,1.60,357.82,1.98,15.0,125.0,0,0,8.84,0.51,-0.79,-0.050,0.029,0.025,1.000,1.000,1.000,1.000,1,72.4,91.2,763,788,3000,115,0
1.54,climb_cruise,448.1,448.1,34995.8,-210,1.97,1.61,357.81,2.14,15.0,125.0,0,0,7.16,0.51,-0.72,-0.043,0.029,0.025,1.000,1.000,1.000,1.000,1,72.2,91.3,763,788,3000,115,0
1.56,climb_cruise,448.1,448.1,34995.7,-206,2.10,1.62,357.80,2.27,15.0,125.0,0,0,4.91,0.51,-0.64,-0.035,0.029,0.026,1.000,1.000,1.000,1.000,1,72.1,91.4,763,788,3000,115,0
1.58,climb_cruise,448.0,448.0,34995.6,-201,2.17,1.63,357.79,2.35,15.0,125.0,0,0,2.25,0.52,-0.55,-0.027,0.030,0.026,1.000,1.000,1.000,1.000,1,71.9,91.5,763,788,3000,115,0
1.60,climb_cruise,448.0,448.0,34995.6,-196,2.19,1.64,357.78,2.38,15.0,125.0,0,0,-0.64,0.54,-0.47,-0.018,0.030,0.026,1.000,1.000,1.000,1.000,1,71.8,91.6,763,789,3000,115,0
1.62,climb_cruise,448.0,448.0,34995.5,-191,2.16,1.65,357.77,2.35,15.0,125.0,0,0,-3.53,0.56,-0.39,-0.011,0.030,0.026,1.000,1.000,1.000,1.000,1,71.6,91.7,763,789,3000,114,0
1.64,climb_cruise,448.0,448.0,34995.4,-186,2.06,1.66,357.76,2.26,15.0,125.0,0,0,-6.20,0.59,-0.31,-0.005,0.030,0.027,1.000,1.000,1.000,1.000,1,71.5,91.8,763,789,1816,114,0
1.66,climb_cruise,447.9,447.9,34995.4,-181,1.92,1.63,357.73,2.12,15.0,125.0,0,0,-8.49,-4.39,-1.70,-0.001,0.030,0.027,1.000,0.100,0.100,0.100,1,71.3,92.0,763,789,632,115,0
1.68,climb_cruise,447.9,447.9,34995.3,-178,1.74,1.52,357.69,1.94,15.0,125.0,0,0,-10.05,-6.55,-2.84,0.001,0.031,0.027,1.000,0.100,0.100,0.100,1,71.2,92.1,763,789,16,115,0
1.70,climb_cruise,447.9,447.9,34995.3,-176,1.53,1.38,357.62,1.74,15.0,125.0,0,0,-10.93,-7.64,-3.76,0.001,0.033,0.027,1.000,0.100,0.100,0.100,1,71.1,92.2,763,790,16,114,0
1.72,climb_cruise,447.9,447.9,34995.2,-175,1.31,1.22,357.53,1.52,15.0,125.0,0,0,-11.20,-8.29,-4.47,-0.003,0.037,0.028,1.000,0.100,0.100,0.100,1,70.9,92.3,763,790,16,116,0
1.74,climb_cruise,447.8,447.8,34995.2,-176,1.09,1.04,357.43,1.31,15.0,125.0,0,0,-10.96,-8.72,-4.99,-0.008,0.042,0.028,1.000,0.100,0.100,0.100,1,70.8,92.4,763,790,16,116,0
1.76,climb_cruise,447.8,447.8,34995.1,-177,0.88,0.87,357.32,1.10,15.0,125.0,0,0,-10.29,-9.03,-5.34,-0.016,0.047,0.029,1.000,0.100,0.100,0.100,1,70.6,92.5,763,790,16,116,0
1.78,climb_cruise,447.8,447.8,34995.1,-180,0.68,0.68,357.21,0.91,15.0,125.0,0,0,-9.28,-9.27,-5.52,-0.025,0.053,0.030,1.000,0.100,0.100,0.100,1,70.5,92.6,763,790,16,115,0
1.80,climb_cruise,447.8,447.8,34995.0,-185,0.51,0.49,357.10,0.75,15.0,125.0,0,0,-8.04,-9.44,-5.57,-0.035,0.060,0.032,1.000,0.100,0.100,0.100,1,70.4,92.7,763,790,16,115,0
1.82,climb_cruise,447.8,447.8,34995.0,-190,0.36,0.30,356.99,0.61,15.0,125.0,0,0,-6.65,-9.58,-5.50,-0.046,0.066,0.033,1.000,0.100,0.100,0.100,1,70.2,92.8,763,791,16,114,0
1.84,climb_cruise,447.7,447.7,34994.9,-196,0.24,0.11,356.88,0.50,15.0,125.0,0,0,-5.19,-9.68,-5.34,-0.057,0.073,0.035,1.000,0.100,0.100,0.100,1,70.1,92.9,763,791,16,115,0
1.86,climb_cruise,447.7,447.7,34994.9,-202,0.15,-0.08,356.77,0.42,15.0,125.0,0,0,-3.73,-9.75,-5.09,-0.069,0.079,0.036,1.000,0.100,0.100,0.100,1,69.9,93.0,763,791,16,114,0
1.88,climb_cruise,447.7,447.7,34994.8,-209,0.08,-0.28,356.68,0.37,15.0,125.0,0,0,-2.34,-9.79,-4.78,-0.079,0.085,0.038,1.000,0.100,0.100,0.100,1,69.8,93.1,763,791,16,115,0
1.90,climb_cruise,447.7,447.7,34994.7,-216,0.05,-0.47,356.58,0.35,15.0,125.0,0,0,-1.06,-9.81,-4.43,-0.089,0.091,0.039,1.000,0.100,0.100,0.100,1,69.7,93.2,763,791,16,115,0
1.92,climb_cruise,447.7,447.7,34994.7,-223,0.03,-0.67,356.50,0.35,15.0,125.0,0,0,0.07,-9.81,-4.04,-0.099,0.097,0.041,1.000,0.100,0.100,0.100,1,69.5,93.3,763,791,16,115,0
1.94,climb_cruise,447.6,447.6,34994.6,-230,0.04,-0.87,356.42,0.38,15.0,125.0,0,0,1.02,-9.79,-3.64,-0.107,0.103,0.042,1.000,0.100,0.100,0.100,1,69.4,93.4,763,792,16,114,0
1.96,climb_cruise,447.6,447.6,34994.5,-237,0.07,-1.06,356.35,0.42,15.0,125.0,0,0,1.78,-9.74,-3.23,-0.114,0.109,0.044,1.000,0.100,0.100,0.100,1,69.2,93.5,763,792,16,115,0
1.98,climb_cruise,447.6,447.6,34994.4,-243,0.11,-1.26,356.29,0.48,15.0,125.0,0,0,2.34,-9.67,-2.83,-0.120,0.115,0.045,1.000,0.100,0.100,0.100,1,69.1,93.6,763,792,16,114,0
2.00,climb_cruise,447.6,447.6,34994.3,-250,0.16,-1.45,356.23,0.55,15.0,125.0,0,0,2.72,-9.58,-2.44,-0.125,0.120,0.046,1.000,0.100,0.100,0.100,1,69.0,93.7,763,792,16,116,0
2.02,climb_cruise,447.6,447.6,34994.2,-255,0.21,-1.64,356.19,0.63,15.0,125.0,0,0,2.92,-9.48,-2.07,-0.128,0.125,0.047,1.000,0.100,0.100,0.100,1,68.8,93.8,763,792,16,114,0
2.04,climb_cruise,447.5,447.5,34994.1,-261,0.27,-1.83,356.15,0.71,15.0,125.0,0,0,2.95,-9.35,-1.73,-0.131,0.131,0.048,1.000,0.100,0.100,0.100,1,68.7,93.9,763,792,16,115,0
2.06,climb_cruise,447.5,447.5,34994.1,-265,0.33,-2.01,356.11,0.78,15.0,125.0,0,0,2.85,-9.21,-1.42,-0.133,0.136,0.049,1.000,0.100,0.100,0.100,1,68.5,94.0,763,792,16,116,0
2.08,climb_cruise,447.5,447.5,34994.0,-270,0.38,-2.20,356.08,0.86,15.0,125.0,0,0,2.64,-9.05,-1.15,-0.134,0.141,0.050,1.000,0.100,0.100,0.100,1,68.4,94.1,763,793,16,116,0
2.10,climb_cruise,447.5,447.5,34993.9,-274,0.43,-2.38,356.06,0.93,15.0,125.0,0,0,2.34,-8.89,-0.91,-0.135,0.146,0.050,1.000,0.100,0.100,0.100,1,68.3,94.1,763,793,16,114,0
2.12,climb_cruise,447.5,447.5,34993.8,-277,0.47,-2.55,356.04,0.99,15.0,125.0,0,0,1.97,-8.72,-0.71,-0.135,0.151,0.050,1.000,0.100,0.100,0.100,1,68.1,94.2,763,793,16,115,0
2.14,climb_cruise,447.5,447.5,34993.7,-281,0.51,-2.73,356.03,1.04,15.0,125.0,0,0,1.57,-8.55,-0.54,-0.135,0.156,0.051,1.000,0.100,0.100,0.100,1,68.0,94.3,763,793,16,114,0
2.16,climb_cruise,447.4,447.4,34993.6,-284,0.54,-2.90,356.02,1.09,15.0,125.0,0,0,1.16,-8.37,-0.41,-0.135,0.160,0.051,1.000,0.100,0.100,0.100,1,67.9,94.4,763,793,16,115,0
2.18,climb_cruise,447.4,447.4,34993.5,-286,0.56,-3.06,356.01,1.12,15.0,125.0,0,0,0.75,-8.19,-0.31,-0.135,0.165,0.051,1.000,0.100,0.100,0.100,1,67.7,94.5,763,793,16,115,0
2.20,climb_cruise,447.4,447.4,34993.4,-289,0.57,-3.22,356.00,1.15,15.0,125.0,0,0,0.36,-8.02,-0.24,-0.135,0.170,0.051,1.000,0.100,0.100,0.100,1,67.6,94.6,763,793,16,114,0
2.22,climb_cruise,447.4,447.4,34993.3,-291,0.57,-3.38,356.00,1.17,15.0,125.0,0,0,0.01,-7.85,-0.20,-0.135,0.175,0.050,1.000,0.100,0.100,0.100,1,67.5,94.7,763,793,16,115,0
2.24,climb_cruise,447.4,447.4,34993.2,-294,0.57,-3.54,355.99,1.18,15.0,125.0,0,0,-0.30,-7.68,-0.18,-0.135,0.180,0.050,1.000,0.100,0.100,0.100,1,67.3,94.8,763,794,16,115,0
