time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,pitchRate_deg_s,rollRate_deg_s,yawRate_deg_s,ctrlElevator,ctrlAileron,ctrlRudder,ctrlThrottle,effElevator,effAileron,effRudder,motionEnabled,eng1_n1,eng2_n1,eng1_egt,eng2_egt,eng1_failed,eng2_failed,eng1_fire,eng2_fire,hydPressA_psi,hydPressB_psi,elecVolts,onGround
0.26,climb_cruise,449.6,449.6,34999.5,-102,1.06,0.95,357.86,1.16,15.0,125.0,0,0,-1.08,10.24,-3.23,-0.009,0.068,0.028,1.000,1.000,1.000,1.000,1,53.5,84.2,763,769,1,0,1,0,1816,2216,114,0
0.28,climb_cruise,449.6,449.6,34999.5,-104,1.03,1.16,357.80,1.13,15.0,125.0,0,0,-2.01,10.35,-1.78,-0.007,0.066,0.030,1.000,1.000,1.000,1.000,1,53.4,84.3,763,770,1,0,1,0,1816,2216,115,0
0.30,climb_cruise,449.6,449.6,34999.4,-106,0.99,1.36,357.78,1.08,15.0,125.0,0,0,-2.77,10.15,-0.42,-0.006,0.064,0.032,1.000,1.000,1.000,1.000,1,53.3,84.3,763,770,1,0,1,0,1816,2216,116,0
0.32,climb_cruise,449.5,449.5,34999.4,-108,0.93,1.56,357.78,1.02,15.0,125.0,0,0,-3.27,9.66,0.83,-0.006,0.060,0.033,1.000,1.000,1.000,1.000,1,53.2,84.4,763,771,1,0,1,0,1816,2216,114,0
0.34,climb_cruise,449.5,449.5,34999.4,-111,0.86,1.74,357.80,0.95,15.0,125.0,0,0,-3.48,8.90,1.91,-0.007,0.055,0.034,1.000,1.000,1.000,1.000,1,53.1,84.4,763,771,1,0,1,0,1816,2216,115,0
0.36,climb_cruise,449.5,449.5,34999.3,-115,0.79,1.91,357.84,0.88,15.0,125.0,0,0,-3.37,7.92,2.81,-0.009,0.049,0.035,1.000,1.000,1.000,1.000,1,52.9,84.5,763,771,1,0,1,0,1816,2216,115,0
0.38,climb_cruise,449.5,449.5,34999.3,-119,0.72,2.06,357.90,0.81,15.0,125.0,0,0,-2.94,6.74,3.50,-0.011,0.043,0.035,1.000,1.000,1.000,1.000,1,52.8,84.6,763,772,1,0,1,0,1816,2216,114,0
0.40,climb_cruise,449.4,449.4,34999.3,-123,0.67,2.18,357.98,0.75,15.0,125.0,0,0,-2.23,5.42,3.98,-0.014,0.037,0.035,1.000,1.000,1.000,1.000,1,52.7,84.6,763,772,1,0,1,0,1816,2216,116,0
0.42,climb_cruise,449.4,449.4,34999.2,-128,0.63,2.28,358.06,0.72,15.0,125.0,0,0,-1.27,4.01,4.26,-0.018,0.030,0.034,1.000,1.000,1.000,1.000,1,52.6,84.7,763,773,1,0,1,0,1816,2216,115,0
0.44,climb_cruise,449.4,449.4,34999.2,-133,0.61,2.34,358.14,0.70,15.0,125.0,0,0,-0.13,2.56,4.33,-0.022,0.024,0.033,1.000,1.000,1.000,1.000,1,52.5,84.8,763,773,1,0,1,0,1816,2216,115,0
0.46,climb_cruise,449.4,449.4,34999.1,-138,0.61,2.38,358.23,0.71,15.0,125.0,0,0,1.09,1.13,4.21,-0.026,0.018,0.032,1.000,1.000,1.000,1.000,1,52.4,84.9,763,773,1,0,1,0,1816,2216,114,0
0.48,climb_cruise,449.3,449.3,34999.1,-143,0.64,2.39,358.31,0.74,15.0,125.0,0,0,2.31,-0.25,3.93,-0.030,0.012,0.030,1.000,1.000,1.000,1.000,1,52.3,85.0,763,774,1,0,1,0,1816,2216,116,0
0.50,climb_cruise,449.3,449.3,34999.0,-147,0.69,2.37,358.39,0.80,15.0,125.0,0,0,3.43,-1.53,3.51,-0.033,0.007,0.029,1.000,1.000,1.000,1.000,1,52.2,85.1,763,774,1,0,1,0,1816,2216,115,0
0.52,climb_cruise,449.3,449.3,34999.0,-152,0.77,2.33,358.46,0.88,15.0,125.0,0,0,4.37,-2.69,2.97,-0.035,0.003,0.027,1.000,1.000,1.000,1.000,1,52.1,85.2,763,775,1,0,1,0,1816,2216,115,0
0.54,climb_cruise,449.3,449.3,34998.9,-155,0.86,2.27,358.52,0.97,15.0,125.0,0,0,5.04,-3.69,2.35,-0.036,-0.001,0.025,1.000,1.000,1.000,1.000,1,52.0,85.3,763,775,1,0,1,0,1816,2216,114,0
0.56,climb_cruise,449.2,449.2,34998.9,-159,0.96,2.19,358.56,1.08,15.0,125.0,0,0,5.38,-4.53,1.67,-0.036,-0.003,0.024,1.000,1.000,1.000,1.000,1,51.9,85.4,763,775,1,0,1,0,1816,2216,114,0
0.58,climb_cruise,449.2,449.2,34998.8,-161,1.07,2.09,358.59,1.20,15.0,125.0,0,0,5.36,-5.18,0.97,-0.035,-0.005,0.022,1.000,1.000,1.000,1.000,1,51.8,85.5,763,776,1,0,1,0,1816,2216,116,0
0.60,climb_cruise,449.2,449.2,34998.7,-163,1.17,1.99,358.61,1.31,15.0,125.0,0,0,4.96,-5.64,0.26,-0.033,-0.005,0.021,1.000,1.000,1.000,1.000,1,51.7,85.6,763,776,1,0,1,0,1816,2216,116,0
0.62,climb_cruise,449.2,449.2,34998.7,-164,1.26,1.87,358.61,1.41,15.0,125.0,0,0,4.20,-5.91,-0.41,-0.030,-0.005,0.020,1.000,1.000,1.000,1.000,1,51.6,85.7,763,776,1,0,1,0,1816,2216,115,0
0.64,climb_cruise,449.1,449.1,34998.6,-164,1.34,1.75,358.60,1.49,15.0,125.0,0,0,3.13,-5.99,-1.04,-0.026,-0.004,0.019,1.000,1.000,1.000,1.000,1,51.5,85.9,763,777,1,0,1,0,1816,2216,114,0
0.66,climb_cruise,449.1,449.1,34998.6,-164,1.39,1.63,358.58,1.55,15.0,125.0,0,0,1.82,-5.90,-1.60,-0.022,-0.002,0.018,1.000,1.000,1.000,1.000,1,51.4,86.0,763,777,1,0,1,0,1816,2216,115,0
0.68,climb_cruise,449.1,449.1,34998.5,-164,1.42,1.52,358.54,1.58,15.0,125.0,0,0,0.36,-5.64,-2.09,-0.018,0.000,0.018,1.000,1.000,1.000,1.000,1,51.3,86.1,763,777,1,0,1,0,1816,2216,115,0
0.70,climb_cruise,449.1,449.1,34998.5,-163,1.41,1.41,358.50,1.59,15.0,125.0,0,0,-1.13,-5.24,-2.48,-0.014,0.003,0.018,1.000,1.000,1.000,1.000,1,51.2,86.2,763,778,1,0,1,0,1816,2216,115,0
0.72,climb_cruise,449.0,449.0,34998.4,-163,1.38,1.31,358.45,1.56,15.0,125.0,0,0,-2.56,-4.70,-2.77,-0.011,0.006,0.018,1.000,1.000,1.000,1.000,1,51.1,86.3,763,778,1,0,1,0,1816,2216,116,0
0.74,climb_cruise,449.0,449.0,34998.4,-162,1.32,1.22,358.39,1.50,15.0,125.0,0,0,-3.80,-4.07,-2.97,-0.008,0.010,0.018,1.000,1.000,1.000,1.000,1,51.0,86.5,763,778,1,0,1,0,1816,2216,114,0
0.76,climb_cruise,449.0,449.0,34998.3,-162,1.24,1.14,358.32,1.43,15.0,125.0,0,0,-4.76,-3.36,-3.06,-0.007,0.013,0.018,1.000,1.000,1.000,1.000,1,50.9,86.6,763,779,1,0,1,0,1816,2216,115,0
0.78,climb_cruise,449.0,449.0,34998.3,-163,1.14,1.08,358.26,1.33,15.0,125.0,0,0,-5.35,-2.61,-3.06,-0.007,0.017,0.019,1.000,1.000,1.000,1.000,1,50.8,86.7,763,779,1,0,1,0,1816,2216,114,0
0.80,climb_cruise,448.9,448.9,34998.2,-164,1.03,1.04,358.20,1.23,15.0,125.0,0,0,-5.52,-1.84,-2.98,-0.009,0.020,0.019,1.000,1.000,1.000,1.000,1,50.7,86.8,763,779,1,0,1,0,1816,2216,115,0
0.82,climb_cruise,448.9,448.9,34998.2,-166,0.92,1.01,358.14,1.12,15.0,125.0,0,0,-5.24,-1.08,-2.81,-0.012,0.023,0.020,1.000,1.000,1.000,1.000,1,50.6,87.0,763,780,1,0,1,0,1816,2216,115,0
0.84,climb_cruise,448.9,448.9,34998.1,-169,0.82,0.99,358.08,1.02,15.0,125.0,0,0,-4.51,-0.36,-2.58,-0.016,0.026,0.021,1.000,1.000,1.000,1.000,1,50.5,87.1,763,780,1,0,1,0,1816,2216,114,0
0.86,climb_cruise,448.9,448.9,34998.0,-172,0.74,0.99,358.03,0.94,15.0,125.0,0,0,-3.39,0.30,-2.30,-0.020,0.029,0.022,1.000,1.000,1.000,1.000,1,50.4,87.2,763,780,1,0,1,0,1816,2216,115,0
0.88,climb_cruise,448.8,448.8,34998.0,-176,0.69,1.00,357.99,0.88,15.0,125.0,0,0,-1.94,0.88,-1.98,-0.026,0.031,0.022,1.000,1.000,1.000,1.000,1,50.3,87.3,763,781,1,0,1,0,1816,2216,115,0
0.90,climb_cruise,448.8,448.8,34997.9,-180,0.67,1.02,357.95,0.86,15.0,125.0,0,0,-0.26,1.37,-1.63,-0.031,0.032,0.023,1.000,1.000,1.000,1.000,1,50.2,87.5,763,781,1,0,1,0,1816,2216,116,0
0.92,climb_cruise,448.8,448.8,34997.9,-184,0.68,1.05,357.92,0.86,15.0,125.0,0,0,1.53,1.76,-1.28,-0.037,0.033,0.024,1.000,1.000,1.000,1.000,1,50.1,87.6,763,781,1,0,1,0,1816,2216,115,0
0.94,climb_cruise,448.8,448.8,34997.8,-189,0.72,1.09,357.90,0.91,15.0,125.0,0,0,3.28,2.04,-0.93,-0.041,0.034,0.024,1.000,1.000,1.000,1.000,1,50.0,87.7,763,781,1,0,1,0,1816,2216,115,0
0.96,climb_cruise,448.8,448.8,34997.7,-193,0.80,1.13,357.88,0.98,15.0,125.0,0,0,4.87,2.23,-0.60,-0.045,0.034,0.025,1.000,1.000,1.000,1.000,1,49.9,87.9,763,782,1,0,1,0,1816,2216,114,0
0.98,climb_cruise,448.7,448.7,34997.7,-196,0.91,1.18,357.88,1.09,15.0,125.0,0,0,6.17,2.32,-0.30,-0.048,0.034,0.025,1.000,1.000,1.000,1.000,1,49.8,88.0,763,782,1,0,1,0,1816,2216,114,0
1.00,climb_cruise,448.7,448.7,34997.6,-199,1.04,1.23,357.88,1.22,15.0,125.0,0,0,7.08,2.33,-0.03,-0.049,0.034,0.026,1.000,1.000,1.000,1.000,1,49.7,88.1,763,782,1,0,1,0,1816,2216,115,0
1.02,climb_cruise,448.7,448.7,34997.5,-201,1.19,1.27,357.88,1.36,15.0,125.0,0,0,7.50,2.27,0.20,-0.048,0.033,0.026,1.000,1.000,1.000,1.000,1,49.6,88.2,763,783,1,0,1,0,1816,2216,115,0
1.04,climb_cruise,448.7,448.7,34997.4,-201,1.34,1.32,357.89,1.51,15.0,125.0,0,0,7.40,2.14,0.39,-0.046,0.032,0.026,1.000,1.000,1.000,1.000,1,49.5,88.4,763,783,1,0,1,0,1816,2216,115,0
1.06,climb_cruise,448.6,448.6,34997.4,-201,1.48,1.36,357.90,1.66,15.0,125.0,0,0,6.77,1.96,0.53,-0.042,0.031,0.026,1.000,1.000,1.000,1.000,1,49.4,88.5,763,783,1,0,1,0,1816,2216,115,0
1.08,climb_cruise,448.6,448.6,34997.3,-200,1.60,1.39,357.92,1.78,15.0,125.0,0,0,5.63,1.74,0.62,-0.037,0.030,0.026,1.000,1.000,1.000,1.000,1,49.3,88.6,763,783,1,0,1,0,1816,2216,116,0
1.10,climb_cruise,448.6,448.6,34997.2,-199,1.70,1.43,357.93,1.89,15.0,125.0,0,0,4.07,1.51,0.66,-0.032,0.029,0.026,1.000,1.000,1.000,1.000,1,49.2,88.8,763,784,1,0,1,0,1816,2216,115,0
1.12,climb_cruise,448.6,448.6,34997.2,-196,1.77,1.46,357.95,1.96,15.0,125.0,0,0,2.18,1.26,0.66,-0.026,0.028,0.026,1.000,1.000,1.000,1.000,1,49.1,88.9,763,784,1,0,1,0,1816,2216,115,0
1.14,climb_cruise,448.5,448.5,34997.1,-193,1.80,1.48,357.96,1.99,15.0,125.0,0,0,0.11,1.02,0.62,-0.020,0.027,0.026,1.000,1.000,1.000,1.000,1,49.0,89.0,763,784,1,0,1,0,1816,2216,114,0
1.16,climb_cruise,448.5,448.5,34997.0,-190,1.78,1.50,357.97,1.97,15.0,125.0,0,0,-1.99,0.79,0.54,-0.014,0.026,0.026,1.000,1.000,1.000,1.000,1,48.9,89.1,763,784,1,0,1,0,1816,2216,116,0
1.18,climb_cruise,448.5,448.5,34997.0,-187,1.72,1.51,357.98,1.92,15.0,125.0,0,0,-3.97,0.58,0.44,-0.010,0.025,0.025,1.000,1.000,1.000,1.000,1,48.8,89.3,763,785,1,0,1,0,1816,2216,114,0
1.20,climb_cruise,448.5,448.5,34996.9,-185,1.63,1.52,357.98,1.83,15.0,125.0,0,0,-5.67,0.40,0.31,-0.007,0.025,0.025,1.000,1.000,1.000,1.000,1,48.7,89.4,763,785,1,0,1,0,1816,2216,115,0
1.22,climb_cruise,448.4,448.4,34996.9,-183,1.51,1.53,357.99,1.71,15.0,125.0,0,0,-6.95,0.26,0.17,-0.005,0.024,0.025,1.000,1.000,1.000,1.000,1,48.6,89.5,763,785,1,0,1,0,1816,2216,114,0
1.24,climb_cruise,448.4,448.4,34996.8,-182,1.36,1.53,357.98,1.57,15.0,125.0,0,0,-7.70,0.15,0.01,-0.005,0.024,0.024,1.000,1.000,1.000,1.000,1,48.5,89.7,763,785,1,0,1,0,1816,2216,114,0
1.26,climb_cruise,448.4,448.4,34996.8,-183,1.20,1.53,357.98,1.41,15.0,125.0,0,0,-7.84,0.10,-0.14,-0.008,0.024,0.024,1.000,1.000,1.000,1.000,1,48.4,89.8,763,786,1,0,1,0,1816,2216,116,0
1.28,climb_cruise,448.4,448.4,34996.7,-184,1.05,1.54,357.97,1.26,15.0,125.0,0,0,-7.36,0.07,-0.30,-0.012,0.025,0.024,1.000,1.000,1.000,1.000,1,48.3,89.9,763,786,1,0,1,0,1816,2216,116,0
1.30,climb_cruise,448.3,448.3,34996.6,-186,0.91,1.54,357.96,1.12,15.0,125.0,0,0,-6.27,0.07,-0.45,-0.017,0.025,0.024,1.000,1.000,1.000,1.000,1,48.2,90.0,763,786,1,0,1,0,1816,2216,115,0
1.32,climb_cruise,448.3,448.3,34996.6,-189,0.80,1.54,357.95,1.00,15.0,125.0,0,0,-4.64,0.10,-0.58,-0.024,0.025,0.024,1.000,1.000,1.000,1.000,1,48.1,90.2,763,786,1,0,1,0,1816,2216,115,0
1.34,climb_cruise,448.3,448.3,34996.5,-193,0.72,1.54,357.93,0.92,15.0,125.0,0,0,-2.57,0.15,-0.69,-0.031,0.026,0.024,1.000,1.000,1.000,1.000,1,48.0,90.3,763,786,1,0,1,0,1816,2216,116,0
1.36,climb_cruise,448.3,448.3,34996.5,-197,0.69,1.55,357.92,0.89,15.0,125.0,0,0,-0.21,0.22,-0.79,-0.039,0.026,0.024,1.000,1.000,1.000,1.000,1,47.9,90.4,763,787,1,0,1,0,1816,2216,115,0
1.38,climb_cruise,448.3,448.3,34996.4,-201,0.71,1.55,357.90,0.90,15.0,125.0,0,0,2.26,0.28,-0.87,-0.046,0.027,0.024,1.000,1.000,1.000,1.000,1,47.8,90.5,763,787,1,0,1,0,1816,2216,116,0
1.40,climb_cruise,448.2,448.2,34996.3,-205,0.78,1.56,357.89,0.96,15.0,125.0,0,0,4.66,0.35,-0.92,-0.052,0.028,0.024,1.000,1.000,1.000,1.000,1,47.7,90.6,763,787,1,0,1,0,1816,2216,114,0
1.42,climb_cruise,448.2,448.2,34996.3,-209,0.89,1.56,357.87,1.07,15.0,125.0,0,0,6.80,0.40,-0.95,-0.057,0.028,0.024,1.000,1.000,1.000,1.000,1,47.6,90.8,763,787,1,0,1,0,1816,2216,115,0
1.44,climb_cruise,448.2,448.2,34996.2,-212,1.04,1.57,357.86,1.21,15.0,125.0,0,0,8.51,0.44,-0.95,-0.060,0.028,0.024,1.000,1.000,1.000,1.000,1,47.5,90.9,763,788,1,0,1,0,1816,2216,115,0
1.46,climb_cruise,448.2,448.2,34996.1,-214,1.22,1.58,357.84,1.39,15.0,125.0,0,0,9.65,0.48,-0.94,-0.060,0.029,0.025,1.000,1.000,1.000,1.000,1,47.4,91.0,763,788,1,0,1,0,1816,2216,114,0
1.48,climb_cruise,448.2,448.2,34996.0,-215,1.42,1.59,357.83,1.59,15.0,125.0,0,0,10.11,0.49,-0.91,-0.059,0.029,0.025,1.000,1.000,1.000,1.000,1,47.3,91.1,763,788,1,0,1,0,1816,2216,115,0
1.50,climb_cruise,448.1,448.1,34995.9,-215,1.62,1.60,357.82,1.79,15.0,125.0,0,0,9.84,0.50,-0.86,-0.056,0.029,0.025,1.000,1.000,1.000,1.000,1,47.2,91.2,763,788,1,0,1,0,1816,2216,114,0
1.52,climb_cruise,448.1,448.1,34995.8,-213,1.81,1.61,357.80,1.98,15.0,125.0,0,0,8.84,0.51,-0.79,-0.050,0.029,0.025,1.000,1.000,1.000,1.000,1,47.1,91.4,763,788,1,0,1,0,1816,2216,116,0
1.54,climb_cruise,448.1,448.1,34995.8,-210,1.97,1.62,357.79,2.14,15.0,125.0,0,0,7.16,0.51,-0.72,-0.043,0.030,0.026,1.000,1.000,1.000,1.000,1,47.1,91.5,763,789,1,0,1,0,1816,2216,115,0
1.56,climb_cruise,448.1,448.1,34995.7,-206,2.10,1.63,357.78,2.27,15.0,125.0,0,0,4.91,0.51,-0.64,-0.035,0.030,0.026,1.000,1.000,1.000,1.000,1,47.0,91.6,763,789,1,0,1,0,1816,2216,114,0
1.58,climb_cruise,448.0,448.0,34995.6,-201,2.17,1.64,357.77,2.35,15.0,125.0,0,0,2.24,0.52,-0.56,-0.027,0.030,0.026,1.000,1.000,1.000,1.000,1,46.9,91.7,763,789,1,0,1,0,1816,2216,116,0
1.60,climb_cruise,448.0,448.0,34995.6,-196,2.20,1.65,357.76,2.38,15.0,125.0,0,0,-0.64,0.54,-0.47,-0.018,0.030,0.026,1.000,1.000,1.000,1.000,1,46.8,91.8,763,789,1,0,1,0,1816,2216,114,0
1.62,climb_cruise,448.0,448.0,34995.5,-191,2.16,1.66,357.75,2.35,15.0,125.0,0,0,-3.53,0.56,-0.39,-0.011,0.030,0.027,1.000,1.000,1.000,1.000,1,46.7,91.9,763,789,1,0,1,0,1816,2216,114,0
1.64,climb_cruise,448.0,448.0,34995.4,-186,2.07,1.67,357.74,2.26,15.0,125.0,0,0,-6.21,0.59,-0.32,-0.005,0.030,0.027,1.000,1.000,1.000,1.000,1,46.6,92.0,763,789,1,0,1,0,1816,2216,115,0
1.66,climb_cruise,447.9,447.9,34995.4,-181,1.92,1.68,357.73,2.12,15.0,125.0,0,0,-8.46,0.63,-0.25,-0.000,0.030,0.027,1.000,1.000,1.000,1.000,1,46.5,92.2,763,790,1,0,1,0,1816,2216,114,0
1.68,climb_cruise,447.9,447.9,34995.3,-178,1.74,1.70,357.72,1.94,15.0,125.0,0,0,-10.10,0.67,-0.19,0.001,0.030,0.027,1.000,1.000,1.000,1.000,1,46.4,92.3,763,790,1,0,1,0,1816,2216,115,0
1.70,climb_cruise,447.9,447.9,34995.3,-176,1.53,1.71,357.71,1.73,15.0,125.0,0,0,-10.99,0.71,-0.14,0.001,0.030,0.027,1.000,1.000,1.000,1.000,1,46.3,92.4,763,790,1,0,1,0,1816,2216,116,0
1.72,climb_cruise,447.9,447.9,34995.2,-175,1.31,1.72,357.71,1.50,15.0,125.0,0,0,-11.04,0.74,-0.10,-0.003,0.030,0.027,1.000,1.000,1.000,1.000,1,46.2,92.5,763,790,1,0,1,0,1816,2216,115,0
1.74,climb_cruise,447.8,447.8,34995.2,-176,1.09,1.74,357.70,1.29,15.0,125.0,0,0,-10.21,0.77,-0.07,-0.009,0.030,0.027,1.000,1.000,1.000,1.000,1,46.1,92.6,763,790,1,0,1,0,1816,2216,116,0
1.76,climb_cruise,447.8,447.8,34995.1,-178,0.90,1.75,357.69,1.09,15.0,125.0,0,0,-8.56,0.78,-0.06,-0.016,0.030,0.028,1.000,1.000,1.000,1.000,1,46.0,92.7,763,791,1,0,1,0,1816,2216,115,0
1.78,climb_cruise,447.8,447.8,34995.1,-181,0.74,1.72,357.67,0.93,15.0,125.0,0,0,-7.89,-4.29,-1.54,-0.026,0.030,0.028,1.000,0.100,0.100,0.100,1,45.9,92.8,763,791,1,0,1,0,632,1432,115,0
1.80,climb_cruise,447.8,447.8,34995.0,-185,0.59,1.62,357.63,0.78,15.0,125.0,0,0,-6.96,-6.44,-2.78,-0.035,0.031,0.028,1.000,0.100,0.100,0.100,1,45.8,92.9,763,791,1,0,1,0,16,648,116,0
1.82,climb_cruise,447.8,447.8,34995.0,-190,0.46,1.48,357.56,0.66,15.0,125.0,0,0,-5.86,-7.51,-3.77,-0.046,0.033,0.028,1.000,0.100,0.100,0.100,1,45.8,93.0,763,791,1,0,1,0,16,16,116,0
1.84,climb_cruise,447.7,447.7,34994.9,-196,0.35,1.32,357.47,0.56,15.0,125.0,0,0,-4.67,-8.15,-4.53,-0.056,0.037,0.028,1.000,0.100,0.100,0.100,1,45.7,93.1,763,791,1,0,1,0,16,16,115,0
1.86,climb_cruise,447.7,447.7,34994.9,-202,0.27,1.15,357.38,0.49,15.0,125.0,0,0,-3.45,-8.60,-5.09,-0.066,0.042,0.029,1.000,0.100,0.100,0.100,1,45.6,93.2,763,791,1,0,1,0,16,16,114,0
1.88,climb_cruise,447.7,447.7,34994.8,-208,0.21,0.98,357.27,0.44,15.0,125.0,0,0,-2.26,-8.95,-5.46,-0.076,0.047,0.030,1.000,0.100,0.100,0.100,1,45.5,93.3,763,792,1,0,1,0,16,16,116,0
1.90,climb_cruise,447.7,447.7,34994.7,-215,0.18,0.80,357.16,0.41,15.0,125.0,0,0,-1.15,-9.24,-5.67,-0.086,0.053,0.031,1.000,0.100,0.100,0.100,1,45.4,93.4,763,792,1,0,1,0,16,16,115,0
1.92,climb_cruise,447.7,447.7,34994.7,-221,0.17,0.61,357.05,0.41,15.0,125.0,0,0,-0.16,-9.48,-5.73,-0.094,0.059,0.032,1.000,0.100,0.100,0.100,1,45.3,93.5,763,792,1,0,1,0,16,16,115,0
1.94,climb_cruise,447.7,447.7,34994.6,-228,0.17,0.42,356.93,0.43,15.0,125.0,0,0,0.70,-9.68,-5.66,-0.102,0.066,0.034,1.000,0.100,0.100,0.100,1,45.2,93.6,763,792,1,0,1,0,16,16,115,0
1.96,climb_cruise,447.6,447.6,34994.5,-235,0.19,0.22,356.82,0.47,15.0,125.0,0,0,1.39,-9.85,-5.49,-0.108,0.072,0.035,1.000,0.100,0.100,0.100,1,45.1,93.7,763,792,1,0,1,0,16,16,115,0
1.98,climb_cruise,447.6,447.6,34994.4,-241,0.23,0.03,356.71,0.52,15.0,125.0,0,0,1.92,-9.98,-5.24,-0.114,0.079,0.037,1.000,0.100,0.100,0.100,1,45.0,93.8,763,792,1,0,1,0,16,16,115,0
2.00,climb_cruise,447.6,447.6,34994.3,-247,0.27,-0.17,356.61,0.58,15.0,125.0,0,0,2.28,-10.07,-4.92,-0.118,0.085,0.039,1.000,0.100,0.100,0.100,1,44.9,93.9,763,792,1,0,1,0,16,16,115,0
2.02,climb_cruise,447.6,447.6,34994.2,-252,0.31,-0.38,356.51,0.64,15.0,125.0,0,0,2.49,-10.13,-4.56,-0.122,0.092,0.040,1.000,0.100,0.100,0.100,1,44.8,94.0,763,793,1,0,1,0,16,16,116,0
